paper_id,researcher_name,university_name,country,univ_similarity,university_rank,university_name,country
0,Sayan Bhattacharya,Duke,,0.6666666666666667,17,Duke University,United States
0,Gagan Goel,Georgia Tech,
0,Sreenivas Gollapudi,Microsoft Research,
0,Kamesh Munagala,Duke,,0.6666666666666667,17,Duke University,United States
1,Elad Haramaty and Amir Shpilka,Technion,
2,Scott Aaronson,MIT,,1.0,5,Massachusetts Institute of Technology (MIT),United States
3,Jean Cardinal,ULB,,0.4,213,Universität Ulm,Germany
3,Samuel Fiorini,ULB,,0.4,213,Universität Ulm,Germany
3,GwenaXl Joret,ULB,,0.4,213,Universität Ulm,Germany
3,RaphaXl Jungers,MIT,,1.0,5,Massachusetts Institute of Technology (MIT),United States
3,J. Ian Munro,University of Waterloo,,1.0,238,University of Waterloo,Canada
4,MohammadHossein Bateni,Princeton University,,1.0,6,Princeton University,United States
4,MohammadTaghi Hajiaghayi,ATnT Labs -- Research,
4,DXniel Marx,Tel Aviv University,,1.0,199,Tel Aviv University,Israel
5,Tom Leighton,MIT and Akamai Technologies,,1.0,5,Massachusetts Institute of Technology (MIT),United States
6,Adam Tauman Kalai,Microsoft,
6,Ankur Moitra,MIT,,1.0,5,Massachusetts Institute of Technology (MIT),United States
6,Gregory Valiant,UC Berkeley,
7,Miklos Ajtai,IBM Almaden Research Center,
8,Lander Ramos and Carme Xlvarez,Universitat Polit`ecnica de Catalunya,
9,Zohar S. Karnin and Partha Mukhopadhyay and Amir Shpilka and Ilya Volkovich,Technion,
10,James B. Orlin,MIT,,1.0,5,Massachusetts Institute of Technology (MIT),United States
11,Alexander A. Sherstov,Microsoft Research,
12,Rahul Jain,National University of Singapore,,0.7692307692307692,26,National University of Singapore (NUS),Singapore
12,Zhengfeng Ji,Perimeter Institute,
12,Sarvagya Upadhyay,University of Waterloo,,1.0,238,University of Waterloo,Canada
12,John Watrous,University of Waterloo,,1.0,238,University of Waterloo,Canada
13,Laszlo A. Vegh,MTA-ELTE Egervary Research Group and Department of Operations Research,
14,Peter Buergisser,University of Paderborn,
14,Felipe Cucker,City University of Hong Kong,,1.0,213,City University of Hong Kong,Hong Kong
15,Jon Lee,IBM TJ Watson Research Center,
15,Maxim Sviridenko,IBM TJ Watson Research Center,
15,Jan Vondrak,IBM Almaden Research Center,
16,Ran Raz,Weizmann Institute,
17,Mihai Patrascu,ATnT Labs,
18,Ryan Williams,IBM Almaden Research Center,
19,Pierre Fraigniaud and Amos Korman,CNRS and Univ. Paris Diderot,
20,DXniel Marx,Tel Aviv University,,1.0,199,Tel Aviv University,Israel
21,Pierre Fraigniaud,CNRS and Univ. Paris Diderot,
21,George Giakkoupis,Univ. Paris Diderot,
22,Holger Dell,Humboldt University of Berlin,,0.85,94,Humboldt-Universität zu Berlin,Germany
22,Dieter van Melkebeek,University of Wisconsin-Madison,,1.0,30,University of Wisconsin-Madison,United States
23,Ken-ichi Kawarabayashi,National Institute of Informatics,
24,Raghu Meka and David Zuckerman,University of Texas at Austin,,1.0,27,University of Texas at Austin,United States
25,Boaz Barak,Princeton University,,1.0,6,Princeton University,United States
25,Mark Braverman,Microsoft Research New England,
25,Xi Chen,University of Southern California,,1.0,70,University of Southern California,United States
25,Anup Rao,University of Washington,,1.0,25,University of Washington,United States
26,Vladimir Braverman and Rafail Ostrovsky,UCLA,,1.0,12,"University of California, Los Angeles (UCLA)",United States
27,Hiroshi Hirai,Reseach Institute for Mathematical Sciences,
28,Vladimir Braverman and Rafail Ostrovsky,UCLA,,1.0,12,"University of California, Los Angeles (UCLA)",United States
29,Moritz Hardt,Princeton University,,1.0,6,Princeton University,United States
29,Kunal Talwar,Microsoft Research,
30,Prahladh Harsha,Tata Institute of Fundamental Research,
30,Adam Klivans,UT-Austin,
30,Raghu Meka,UT-Austin,
31,Ashish Goel,Stanford University and Twitter,
31,Michael Kapralov,Stanford University,,1.0,4,Stanford University,United States
31,Sanjeev Khanna,University of Pennsylvania,,1.0,16,University of Pennsylvania,United States
32,Andris Ambainis,University of Latvia,,0.75,263,University of Pavia,Italy
32,Julia Kempe,Tel Aviv University,,1.0,199,Tel Aviv University,Israel
32,Or Sattath,Hebrew University and Tel Aviv University,
33,Jason D. Hartline,Northwestern University,,1.0,22,Northwestern University,United States
33,Brendan Lucier,University of Toronto,,1.0,20,University of Toronto,Canada
