x,university_name,California Institute of Technology (Caltech),Harvard University,University of Oxford,Stanford University,Massachusetts Institute of Technology (MIT),Princeton University,University of Cambridge,"University of California, Berkeley",University of Chicago,Imperial College London,Yale University,"University of California, Los Angeles (UCLA)",Columbia University,ETH Zürich – Swiss Federal Institute of Technology Zürich,Johns Hopkins University,University of Pennsylvania,Duke University,University of Michigan,Cornell University,University of Toronto,University College London (UCL),Northwestern University,The University of Tokyo,Carnegie Mellon University,University of Washington,National University of Singapore (NUS),University of Texas at Austin,Georgia Institute of Technology (Georgia Tech),University of Illinois at Urbana Champaign,University of Wisconsin-Madison,University of British Columbia,London School of Economics and Political Science (LSE),"University of California, Santa Barbara",University of Melbourne,McGill University,Karolinska Institute,École Polytechnique Fédérale de Lausanne,King's College London,University of Edinburgh,New York University (NYU),"University of California, San Diego",Washington University in St Louis,The University of Hong Kong,Seoul National University,Peking University,University of Minnesota,University of North Carolina at Chapel Hill,Australian National University,Pennsylvania State University,Boston University,Tsinghua University,Brown University,"University of California, Davis",Kyoto University,Ludwig-Maximilians-Universität München,Korea Advanced Institute of Science and Technology (KAIST),Hong Kong University of Science and Technology,University of Manchester,Ohio State University,Pohang University of Science and Technology (Postech),KU Leuven,Purdue University,Georg-August-Universität Göttingen,University of Queensland Australia,École Normale Supérieure,Rice University,Leiden University,Universität Heidelberg,Delft University of Technology,École Polytechnique,University of Southern California,University of Sydney,Erasmus University Rotterdam,Universität Basel,Utrecht University,Nanyang Technological University,Wageningen University and Research Center,University of Pittsburgh,University of Bristol,Durham University,Emory University,Tufts University,University of Amsterdam,Michigan State University,Ghent University,Freie Universität Berlin,Technische Universität München,Case Western Reserve University,Vanderbilt University,University of Notre Dame,Monash University,McMaster University,"University of California, Irvine",Humboldt-Universität zu Berlin,University of Rochester,Université Pierre et Marie Curie,University of Colorado Boulder,University of Groningen,Maastricht University
University of Washington,0.41666666666666663,0.2727272727272727,0.20833333333333337,0.5833333333333333,0.125,0.2325581395348837,0.16666666666666663,0.6666666666666667,0.47058823529411764,0.7083333333333333,0.25,0.20833333333333337,0.40909090909090906,0.16666666666666663,0.21052631578947367,0.08333333333333337,0.5769230769230769,0.20833333333333337,0.75,0.16666666666666663,0.7083333333333333,0.4516129032258065,0.08333333333333337,0.45833333333333337,0.11538461538461542,1.0,0.39473684210526316,0.6206896551724138,0.23913043478260865,0.40476190476190477,0.6451612903225806,0.5333333333333333,0.16666666666666663,0.4358974358974359,0.5833333333333333,0.16666666666666663,0.20833333333333337,0.125,0.20833333333333337,0.625,0.12,0.48571428571428577,0.303030303030303,0.5555555555555556,0.07999999999999996,0.20833333333333337,0.625,0.41860465116279066,0.1333333333333333,0.10344827586206895,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.5161290322580645,0.16666666666666663,0.1842105263157895,0.2068965517241379,0.3695652173913043,0.6666666666666667,0.20833333333333337,0.339622641509434,0.08333333333333337,0.16666666666666663,0.32352941176470584,0.5,0.08333333333333337,0.20833333333333337,0.20833333333333337,0.41666666666666663,0.5333333333333333,0.16666666666666663,0.5454545454545454,0.625,0.25,0.5,0.25,0.125,0.36585365853658536,0.5833333333333333,0.7083333333333333,0.16666666666666663,0.20833333333333337,0.16666666666666663,0.625,0.07999999999999996,0.20833333333333337,0.25,0.23333333333333328,0.09677419354838712,0.25,0.5833333333333333,0.16666666666666663,0.16666666666666663,0.53125,0.30000000000000004,0.6666666666666667,0.375,0.5,0.75,0.16666666666666663
National University of Singapore (NUS),0.3157894736842105,0.31818181818181823,0.3157894736842105,0.42105263157894735,0.3157894736842105,0.2790697674418605,0.26315789473684215,0.42105263157894735,0.3421052631578947,0.42105263157894735,0.1842105263157895,0.3157894736842105,0.2954545454545454,0.2894736842105263,0.24561403508771928,0.1842105263157895,0.39473684210526316,0.2894736842105263,0.39473684210526316,0.3157894736842105,0.42105263157894735,0.3421052631578947,0.23684210526315785,0.42105263157894735,0.21052631578947367,0.39473684210526316,1.0,0.39473684210526316,0.26086956521739135,0.23809523809523814,0.3421052631578947,0.368421052631579,0.2407407407407407,0.23076923076923073,0.39473684210526316,0.3421052631578947,0.21052631578947367,0.07499999999999996,0.1578947368421053,0.42105263157894735,0.42105263157894735,0.3157894736842105,0.39473684210526316,0.4736842105263158,0.3421052631578947,0.3421052631578947,0.4473684210526315,0.2093023255813954,0.21052631578947367,0.1842105263157895,0.3421052631578947,0.2894736842105263,0.3157894736842105,0.368421052631579,0.3157894736842105,0.13157894736842102,0.2931034482758621,0.4565217391304348,0.42105263157894735,0.2894736842105263,0.41509433962264153,0.10526315789473684,0.2894736842105263,0.23684210526315785,0.2894736842105263,0.1842105263157895,0.3157894736842105,0.3157894736842105,0.2894736842105263,0.42105263157894735,0.1578947368421053,0.3157894736842105,0.42105263157894735,0.3421052631578947,0.3157894736842105,0.3157894736842105,0.1842105263157895,0.3902439024390244,0.42105263157894735,0.39473684210526316,0.3157894736842105,0.3157894736842105,0.2894736842105263,0.39473684210526316,0.21052631578947367,0.3157894736842105,0.3421052631578947,0.3157894736842105,0.1578947368421053,0.2894736842105263,0.4473684210526315,0.3421052631578947,0.2894736842105263,0.3421052631578947,0.3157894736842105,0.39473684210526316,0.26315789473684215,0.39473684210526316,0.39473684210526316,0.2894736842105263
University of Texas at Austin,0.3448275862068966,0.2954545454545454,0.2068965517241379,0.5172413793103448,0.13793103448275867,0.2325581395348837,0.1724137931034483,0.5172413793103448,0.47058823529411764,0.5172413793103448,0.24137931034482762,0.1724137931034483,0.43181818181818177,0.1724137931034483,0.22807017543859653,0.13793103448275867,0.5862068965517242,0.1724137931034483,0.5517241379310345,0.1724137931034483,0.5517241379310345,0.4193548387096774,0.13793103448275867,0.3793103448275862,0.13793103448275867,0.6206896551724138,0.39473684210526316,1.0,0.26086956521739135,0.5,0.5161290322580645,0.5666666666666667,0.2222222222222222,0.4871794871794872,0.5517241379310345,0.1724137931034483,0.2068965517241379,0.22499999999999998,0.2068965517241379,0.5172413793103448,0.13793103448275867,0.48571428571428577,0.24242424242424243,0.3793103448275862,0.13793103448275867,0.2068965517241379,0.5172413793103448,0.4651162790697675,0.16666666666666663,0.06896551724137934,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.5161290322580645,0.1724137931034483,0.1578947368421053,0.22413793103448276,0.3913043478260869,0.5862068965517242,0.2068965517241379,0.37735849056603776,0.13793103448275867,0.1724137931034483,0.17647058823529416,0.6764705882352942,0.10344827586206895,0.2068965517241379,0.2068965517241379,0.3793103448275862,0.3666666666666667,0.13793103448275867,0.5151515151515151,0.48275862068965514,0.1724137931034483,0.4137931034482759,0.24137931034482762,0.15625,0.36585365853658536,0.5517241379310345,0.5517241379310345,0.1724137931034483,0.2068965517241379,0.1724137931034483,0.5517241379310345,0.13793103448275867,0.2068965517241379,0.27586206896551724,0.19999999999999996,0.12903225806451613,0.24137931034482762,0.5172413793103448,0.1724137931034483,0.1724137931034483,0.53125,0.16666666666666663,0.5517241379310345,0.46875,0.5333333333333333,0.5172413793103448,0.1724137931034483
Georgia Institute of Technology (Georgia Tech),0.15217391304347827,0.6956521739130435,0.15217391304347827,0.21739130434782605,0.15217391304347827,0.4782608695652174,0.21739130434782605,0.23913043478260865,0.26086956521739135,0.23913043478260865,0.15217391304347827,0.15217391304347827,0.17391304347826086,0.15217391304347827,0.42105263157894735,0.17391304347826086,0.28260869565217395,0.15217391304347827,0.26086956521739135,0.19565217391304346,0.26086956521739135,0.23913043478260865,0.21739130434782605,0.26086956521739135,0.21739130434782605,0.23913043478260865,0.26086956521739135,0.26086956521739135,1.0,0.19565217391304346,0.21739130434782605,0.23913043478260865,0.2222222222222222,0.21739130434782605,0.26086956521739135,0.13043478260869568,0.19565217391304346,0.15217391304347827,0.15217391304347827,0.26086956521739135,0.17391304347826086,0.23913043478260865,0.19565217391304346,0.28260869565217395,0.23913043478260865,0.17391304347826086,0.23913043478260865,0.17391304347826086,0.19565217391304346,0.19565217391304346,0.19565217391304346,0.17391304347826086,0.15217391304347827,0.28260869565217395,0.17391304347826086,0.10869565217391308,0.39655172413793105,0.15217391304347827,0.23913043478260865,0.21739130434782605,0.37735849056603776,0.08695652173913049,0.17391304347826086,0.26086956521739135,0.28260869565217395,0.17391304347826086,0.15217391304347827,0.17391304347826086,0.23913043478260865,0.3695652173913043,0.19565217391304346,0.26086956521739135,0.21739130434782605,0.19565217391304346,0.17391304347826086,0.15217391304347827,0.28260869565217395,0.15217391304347827,0.23913043478260865,0.21739130434782605,0.15217391304347827,0.17391304347826086,0.13043478260869568,0.23913043478260865,0.21739130434782605,0.17391304347826086,0.21739130434782605,0.17391304347826086,0.19565217391304346,0.17391304347826086,0.26086956521739135,0.17391304347826086,0.19565217391304346,0.26086956521739135,0.13043478260869568,0.26086956521739135,0.21739130434782605,0.28260869565217395,0.26086956521739135,0.19565217391304346
University of Illinois at Urbana Champaign,0.2857142857142857,0.15909090909090906,0.16666666666666663,0.38095238095238093,0.16666666666666663,0.13953488372093026,0.19047619047619047,0.4285714285714286,0.45238095238095233,0.4285714285714286,0.2142857142857143,0.1428571428571429,0.4545454545454546,0.19047619047619047,0.17543859649122806,0.2142857142857143,0.45238095238095233,0.1428571428571429,0.4285714285714286,0.16666666666666663,0.40476190476190477,0.38095238095238093,0.16666666666666663,0.26190476190476186,0.23809523809523814,0.40476190476190477,0.23809523809523814,0.5,0.19565217391304346,1.0,0.45238095238095233,0.47619047619047616,0.2407407407407407,0.5714285714285714,0.4285714285714286,0.16666666666666663,0.2142857142857143,0.16666666666666663,0.19047619047619047,0.4285714285714286,0.1428571428571429,0.5476190476190477,0.2142857142857143,0.33333333333333337,0.2142857142857143,0.16666666666666663,0.45238095238095233,0.4651162790697675,0.2142857142857143,0.2142857142857143,0.19047619047619047,0.19047619047619047,0.16666666666666663,0.5,0.16666666666666663,0.11904761904761907,0.22413793103448276,0.28260869565217395,0.40476190476190477,0.19047619047619047,0.3584905660377359,0.0714285714285714,0.1428571428571429,0.1428571428571429,0.47619047619047616,0.11904761904761907,0.16666666666666663,0.16666666666666663,0.30952380952380953,0.26190476190476186,0.11904761904761907,0.47619047619047616,0.3571428571428571,0.19047619047619047,0.2857142857142857,0.19047619047619047,0.16666666666666663,0.1428571428571429,0.4285714285714286,0.40476190476190477,0.1428571428571429,0.16666666666666663,0.1428571428571429,0.45238095238095233,0.19047619047619047,0.16666666666666663,0.2142857142857143,0.19047619047619047,0.1428571428571429,0.2142857142857143,0.47619047619047616,0.16666666666666663,0.16666666666666663,0.5,0.16666666666666663,0.40476190476190477,0.40476190476190477,0.45238095238095233,0.4285714285714286,0.19047619047619047
University of Wisconsin-Madison,0.3548387096774194,0.25,0.19354838709677424,0.5161290322580645,0.16129032258064513,0.2093023255813954,0.22580645161290325,0.5161290322580645,0.47058823529411764,0.5483870967741935,0.25806451612903225,0.16129032258064513,0.40909090909090906,0.16129032258064513,0.19298245614035092,0.19354838709677424,0.5806451612903225,0.16129032258064513,0.6129032258064516,0.16129032258064513,0.5483870967741935,0.4193548387096774,0.16129032258064513,0.3870967741935484,0.19354838709677424,0.6451612903225806,0.3421052631578947,0.5161290322580645,0.21739130434782605,0.45238095238095233,1.0,0.4838709677419355,0.20370370370370372,0.46153846153846156,0.5161290322580645,0.16129032258064513,0.12903225806451613,0.17500000000000004,0.22580645161290325,0.5161290322580645,0.12903225806451613,0.5142857142857142,0.18181818181818177,0.4193548387096774,0.16129032258064513,0.19354838709677424,0.5806451612903225,0.39534883720930236,0.12903225806451613,0.09677419354838712,0.22580645161290325,0.19354838709677424,0.16129032258064513,0.5483870967741935,0.19354838709677424,0.1578947368421053,0.22413793103448276,0.3913043478260869,0.5161290322580645,0.19354838709677424,0.3584905660377359,0.06451612903225812,0.16129032258064513,0.11764705882352944,0.47058823529411764,0.09677419354838712,0.19354838709677424,0.19354838709677424,0.3548387096774194,0.32258064516129037,0.16129032258064513,0.5454545454545454,0.4838709677419355,0.16129032258064513,0.3870967741935484,0.22580645161290325,0.125,0.2682926829268293,0.5161290322580645,0.5161290322580645,0.16129032258064513,0.19354838709677424,0.16129032258064513,0.5161290322580645,0.16129032258064513,0.19354838709677424,0.19354838709677424,0.16129032258064513,0.09677419354838712,0.22580645161290325,0.5161290322580645,0.16129032258064513,0.19354838709677424,0.5,0.09677419354838712,0.5161290322580645,0.34375,0.4838709677419355,0.6129032258064516,0.19354838709677424
University of British Columbia,0.33333333333333337,0.2727272727272727,0.1333333333333333,0.5,0.09999999999999998,0.18604651162790697,0.16666666666666663,0.5,0.5,0.5333333333333333,0.19999999999999996,0.16666666666666663,0.43181818181818177,0.09999999999999998,0.19298245614035092,0.1333333333333333,0.6,0.16666666666666663,0.5333333333333333,0.09999999999999998,0.5,0.3870967741935484,0.09999999999999998,0.3666666666666667,0.09999999999999998,0.5333333333333333,0.368421052631579,0.5666666666666667,0.23913043478260865,0.47619047619047616,0.4838709677419355,1.0,0.20370370370370372,0.4871794871794872,0.5333333333333333,0.09999999999999998,0.16666666666666663,0.125,0.16666666666666663,0.5333333333333333,0.09999999999999998,0.48571428571428577,0.2727272727272727,0.4,0.09999999999999998,0.1333333333333333,0.5666666666666667,0.4418604651162791,0.09999999999999998,0.06666666666666665,0.16666666666666663,0.1333333333333333,0.1333333333333333,0.5161290322580645,0.1333333333333333,0.10526315789473684,0.22413793103448276,0.34782608695652173,0.5,0.1333333333333333,0.339622641509434,0.06666666666666665,0.09999999999999998,0.11764705882352944,0.5294117647058824,0.09999999999999998,0.16666666666666663,0.1333333333333333,0.4,0.3666666666666667,0.16666666666666663,0.6060606060606061,0.4666666666666667,0.16666666666666663,0.43333333333333335,0.16666666666666663,0.09375,0.31707317073170727,0.6,0.6666666666666667,0.09999999999999998,0.1333333333333333,0.1333333333333333,0.5333333333333333,0.1333333333333333,0.1333333333333333,0.23333333333333328,0.1333333333333333,0.09677419354838712,0.16666666666666663,0.5666666666666667,0.09999999999999998,0.1333333333333333,0.5,0.1333333333333333,0.5,0.40625,0.5333333333333333,0.5333333333333333,0.1333333333333333
London School of Economics and Political Science (LSE),0.09259259259259256,0.16666666666666663,0.09259259259259256,0.12962962962962965,0.12962962962962965,0.20370370370370372,0.14814814814814814,0.14814814814814814,0.2222222222222222,0.16666666666666663,0.14814814814814814,0.11111111111111116,0.2222222222222222,0.14814814814814814,0.1228070175438597,0.18518518518518523,0.18518518518518523,0.09259259259259256,0.18518518518518523,0.14814814814814814,0.16666666666666663,0.18518518518518523,0.12962962962962965,0.14814814814814814,0.14814814814814814,0.16666666666666663,0.2407407407407407,0.2222222222222222,0.2222222222222222,0.2407407407407407,0.20370370370370372,0.20370370370370372,1.0,0.20370370370370372,0.14814814814814814,0.12962962962962965,0.16666666666666663,0.18518518518518523,0.18518518518518523,0.16666666666666663,0.18518518518518523,0.2407407407407407,0.18518518518518523,0.16666666666666663,0.20370370370370372,0.11111111111111116,0.18518518518518523,0.2407407407407407,0.20370370370370372,0.20370370370370372,0.14814814814814814,0.12962962962962965,0.11111111111111116,0.18518518518518523,0.12962962962962965,0.18518518518518523,0.18965517241379315,0.20370370370370372,0.18518518518518523,0.14814814814814814,0.2222222222222222,0.05555555555555558,0.11111111111111116,0.14814814814814814,0.2592592592592593,0.20370370370370372,0.11111111111111116,0.14814814814814814,0.12962962962962965,0.16666666666666663,0.20370370370370372,0.20370370370370372,0.14814814814814814,0.16666666666666663,0.11111111111111116,0.12962962962962965,0.2592592592592593,0.2407407407407407,0.14814814814814814,0.16666666666666663,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.16666666666666663,0.18518518518518523,0.11111111111111116,0.12962962962962965,0.20370370370370372,0.11111111111111116,0.14814814814814814,0.16666666666666663,0.14814814814814814,0.11111111111111116,0.2222222222222222,0.14814814814814814,0.16666666666666663,0.16666666666666663,0.2222222222222222,0.20370370370370372,0.12962962962962965
"University of California, Santa Barbara",0.28205128205128205,0.15909090909090906,0.17948717948717952,0.4358974358974359,0.20512820512820518,0.09302325581395354,0.20512820512820518,0.46153846153846156,0.6923076923076923,0.4358974358974359,0.20512820512820518,0.15384615384615385,0.6136363636363636,0.17948717948717952,0.1578947368421053,0.17948717948717952,0.46153846153846156,0.15384615384615385,0.46153846153846156,0.17948717948717952,0.46153846153846156,0.3846153846153846,0.17948717948717952,0.28205128205128205,0.23076923076923073,0.4358974358974359,0.23076923076923073,0.4871794871794872,0.21739130434782605,0.5714285714285714,0.46153846153846156,0.4871794871794872,0.20370370370370372,1.0,0.4358974358974359,0.15384615384615385,0.17948717948717952,0.125,0.17948717948717952,0.4358974358974359,0.17948717948717952,0.7692307692307692,0.20512820512820518,0.3589743589743589,0.2564102564102564,0.17948717948717952,0.46153846153846156,0.41860465116279066,0.2564102564102564,0.20512820512820518,0.20512820512820518,0.17948717948717952,0.15384615384615385,0.6923076923076923,0.17948717948717952,0.10256410256410253,0.22413793103448276,0.30434782608695654,0.46153846153846156,0.17948717948717952,0.339622641509434,0.05128205128205132,0.15384615384615385,0.1282051282051282,0.46153846153846156,0.17948717948717952,0.17948717948717952,0.17948717948717952,0.33333333333333337,0.23076923076923073,0.10256410256410253,0.5128205128205128,0.3846153846153846,0.23076923076923073,0.33333333333333337,0.20512820512820518,0.15384615384615385,0.1707317073170732,0.4358974358974359,0.4358974358974359,0.15384615384615385,0.17948717948717952,0.15384615384615385,0.4358974358974359,0.15384615384615385,0.17948717948717952,0.2564102564102564,0.17948717948717952,0.15384615384615385,0.20512820512820518,0.4358974358974359,0.15384615384615385,0.17948717948717952,0.6923076923076923,0.17948717948717952,0.4358974358974359,0.41025641025641024,0.5384615384615384,0.46153846153846156,0.17948717948717952
University of Melbourne,0.4347826086956522,0.2727272727272727,0.17391304347826086,0.6956521739130435,0.08695652173913049,0.2325581395348837,0.13043478260869568,0.6956521739130435,0.5294117647058824,0.6086956521739131,0.21739130434782605,0.21739130434782605,0.40909090909090906,0.13043478260869568,0.22807017543859653,0.08333333333333337,0.6153846153846154,0.21739130434782605,0.6956521739130435,0.13043478260869568,0.6521739130434783,0.4838709677419355,0.04347826086956519,0.4782608695652174,0.15384615384615385,0.5833333333333333,0.39473684210526316,0.5517241379310345,0.26086956521739135,0.4285714285714286,0.5161290322580645,0.5333333333333333,0.14814814814814814,0.4358974358974359,1.0,0.13043478260869568,0.13043478260869568,0.19999999999999996,0.17391304347826086,0.6956521739130435,0.16000000000000003,0.5142857142857142,0.3939393939393939,0.5555555555555556,0.07999999999999996,0.17391304347826086,0.6521739130434783,0.39534883720930236,0.1333333333333333,0.13793103448275867,0.13043478260869568,0.13043478260869568,0.17391304347826086,0.5483870967741935,0.17391304347826086,0.21052631578947367,0.2068965517241379,0.3695652173913043,0.6666666666666667,0.17391304347826086,0.3207547169811321,0.13043478260869568,0.13043478260869568,0.23529411764705888,0.5294117647058824,0.16666666666666663,0.21739130434782605,0.17391304347826086,0.5652173913043479,0.5333333333333333,0.17391304347826086,0.5454545454545454,0.6521739130434783,0.3214285714285714,0.4782608695652174,0.21739130434782605,0.125,0.36585365853658536,0.6666666666666667,0.6086956521739131,0.13043478260869568,0.17391304347826086,0.17391304347826086,0.6086956521739131,0.07999999999999996,0.17391304347826086,0.29166666666666663,0.2666666666666667,0.12903225806451613,0.21739130434782605,0.625,0.13043478260869568,0.13043478260869568,0.59375,0.33333333333333337,0.6086956521739131,0.46875,0.6,0.6521739130434783,0.13043478260869568
McGill University,0.23529411764705888,0.13636363636363635,0.6111111111111112,0.15000000000000002,0.5789473684210527,0.16279069767441856,0.6,0.13043478260869568,0.20588235294117652,0.1428571428571429,0.17391304347826086,0.7058823529411764,0.13636363636363635,0.5789473684210527,0.1578947368421053,0.5,0.15384615384615385,0.6470588235294117,0.13636363636363635,0.7222222222222222,0.19047619047619047,0.16129032258064513,0.4782608695652174,0.34782608695652173,0.5384615384615384,0.16666666666666663,0.3421052631578947,0.1724137931034483,0.13043478260869568,0.16666666666666663,0.16129032258064513,0.09999999999999998,0.12962962962962965,0.15384615384615385,0.13043478260869568,1.0,0.19999999999999996,0.17500000000000004,0.09523809523809523,0.13043478260869568,0.43999999999999995,0.1428571428571429,0.36363636363636365,0.2962962962962963,0.52,0.7058823529411764,0.21739130434782605,0.11627906976744184,0.43333333333333335,0.4137931034482759,0.6470588235294117,0.5789473684210527,0.6470588235294117,0.16129032258064513,0.6470588235294117,0.3157894736842105,0.10344827586206895,0.23913043478260865,0.16666666666666663,0.5238095238095238,0.2075471698113207,0.17647058823529416,0.6470588235294117,0.2647058823529411,0.1470588235294118,0.16666666666666663,0.7058823529411764,0.6470588235294117,0.18181818181818177,0.33333333333333337,0.21052631578947367,0.1515151515151515,0.15000000000000002,0.3928571428571429,0.11764705882352944,0.6111111111111112,0.4375,0.29268292682926833,0.125,0.1428571428571429,0.6470588235294117,0.6470588235294117,0.6470588235294117,0.13043478260869568,0.56,0.6470588235294117,0.41666666666666663,0.4,0.3548387096774194,0.6190476190476191,0.125,0.7058823529411764,0.6842105263157895,0.1875,0.33333333333333337,0.13043478260869568,0.125,0.09999999999999998,0.13043478260869568,0.6190476190476191
Karolinska Institute,0.15000000000000002,0.2727272727272727,0.19999999999999996,0.050000000000000044,0.15000000000000002,0.2790697674418605,0.15000000000000002,0.13043478260869568,0.1470588235294118,0.09523809523809523,0.08695652173913049,0.25,0.18181818181818177,0.25,0.24561403508771928,0.20833333333333337,0.15384615384615385,0.19999999999999996,0.09090909090909094,0.19999999999999996,0.09523809523809523,0.12903225806451613,0.21739130434782605,0.08695652173913049,0.23076923076923073,0.20833333333333337,0.21052631578947367,0.2068965517241379,0.19565217391304346,0.2142857142857143,0.12903225806451613,0.16666666666666663,0.16666666666666663,0.17948717948717952,0.13043478260869568,0.19999999999999996,1.0,0.15000000000000002,0.04761904761904767,0.13043478260869568,0.12,0.19999999999999996,0.2727272727272727,0.11111111111111116,0.19999999999999996,0.19999999999999996,0.13043478260869568,0.18604651162790697,0.2666666666666667,0.2068965517241379,0.15000000000000002,0.19999999999999996,0.25,0.09677419354838712,0.25,0.23684210526315785,0.22413793103448276,0.15217391304347827,0.16666666666666663,0.19047619047619047,0.18867924528301883,0.15000000000000002,0.19999999999999996,0.20588235294117652,0.23529411764705888,0.25,0.19999999999999996,0.15000000000000002,0.09090909090909094,0.09999999999999998,0.19999999999999996,0.12121212121212122,0.050000000000000044,0.1785714285714286,0.09999999999999998,0.15000000000000002,0.21875,0.2195121951219512,0.16666666666666663,0.09523809523809523,0.19999999999999996,0.19999999999999996,0.15000000000000002,0.17391304347826086,0.19999999999999996,0.15000000000000002,0.16666666666666663,0.23333333333333328,0.19354838709677424,0.19047619047619047,0.125,0.19999999999999996,0.09999999999999998,0.1875,0.23333333333333328,0.13043478260869568,0.1875,0.1333333333333333,0.13043478260869568,0.19047619047619047
École Polytechnique Fédérale de Lausanne,0.15000000000000002,0.15909090909090906,0.125,0.125,0.15000000000000002,0.11627906976744184,0.15000000000000002,0.15000000000000002,0.125,0.15000000000000002,0.22499999999999998,0.19999999999999996,0.09090909090909094,0.17500000000000004,0.1578947368421053,0.15000000000000002,0.15000000000000002,0.17500000000000004,0.15000000000000002,0.17500000000000004,0.15000000000000002,0.15000000000000002,0.17500000000000004,0.17500000000000004,0.15000000000000002,0.125,0.07499999999999996,0.22499999999999998,0.15217391304347827,0.16666666666666663,0.17500000000000004,0.125,0.18518518518518523,0.125,0.19999999999999996,0.17500000000000004,0.15000000000000002,1.0,0.19999999999999996,0.125,0.17500000000000004,0.09999999999999998,0.17500000000000004,0.17500000000000004,0.19999999999999996,0.15000000000000002,0.125,0.13953488372093026,0.15000000000000002,0.22499999999999998,0.17500000000000004,0.125,0.17500000000000004,0.15000000000000002,0.17500000000000004,0.07499999999999996,0.2068965517241379,0.13043478260869568,0.15000000000000002,0.19999999999999996,0.15094339622641506,0.125,0.17500000000000004,0.17500000000000004,0.19999999999999996,0.35,0.17500000000000004,0.15000000000000002,0.15000000000000002,0.19999999999999996,0.475,0.15000000000000002,0.15000000000000002,0.125,0.17500000000000004,0.17500000000000004,0.19999999999999996,0.1707317073170732,0.09999999999999998,0.15000000000000002,0.125,0.17500000000000004,0.15000000000000002,0.15000000000000002,0.19999999999999996,0.17500000000000004,0.19999999999999996,0.19999999999999996,0.25,0.19999999999999996,0.19999999999999996,0.15000000000000002,0.17500000000000004,0.15000000000000002,0.22499999999999998,0.125,0.22499999999999998,0.19999999999999996,0.15000000000000002,0.15000000000000002
King's College London,0.09523809523809523,0.15909090909090906,0.04761904761904767,0.1428571428571429,0.04761904761904767,0.13953488372093026,0.09523809523809523,0.13043478260869568,0.17647058823529416,0.09523809523809523,0.6521739130434783,0.09523809523809523,0.20454545454545459,0.04761904761904767,0.14035087719298245,0.125,0.15384615384615385,0.09523809523809523,0.13636363636363635,0.09523809523809523,0.19047619047619047,0.5483870967741935,0.04347826086956519,0.13043478260869568,0.1923076923076923,0.20833333333333337,0.1578947368421053,0.2068965517241379,0.15217391304347827,0.19047619047619047,0.22580645161290325,0.16666666666666663,0.18518518518518523,0.17948717948717952,0.17391304347826086,0.09523809523809523,0.04761904761904767,0.19999999999999996,1.0,0.08695652173913049,0.07999999999999996,0.19999999999999996,0.21212121212121215,0.2222222222222222,0.07999999999999996,0.1428571428571429,0.13043478260869568,0.16279069767441856,0.1333333333333333,0.10344827586206895,0.09523809523809523,0.1428571428571429,0.09523809523809523,0.16129032258064513,0.1428571428571429,0.1578947368421053,0.15517241379310343,0.21739130434782605,0.125,0.0,0.16981132075471694,0.19047619047619047,0.09523809523809523,0.17647058823529416,0.17647058823529416,0.125,0.1428571428571429,0.09523809523809523,0.09090909090909094,0.1333333333333333,0.19047619047619047,0.24242424242424243,0.09523809523809523,0.2142857142857143,0.09523809523809523,0.04761904761904767,0.15625,0.2195121951219512,0.125,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.1428571428571429,0.13043478260869568,0.16000000000000003,0.09523809523809523,0.125,0.19999999999999996,0.12903225806451613,0.04761904761904767,0.125,0.1428571428571429,0.04761904761904767,0.1875,0.09999999999999998,0.08695652173913049,0.1875,0.30000000000000004,0.17391304347826086,0.0
